"unit","request","leg_prov","partner","geo","time","values","iso2"
"Number","Requests","Total requests","Slovakia","Belgium",2012-01-01,6,"BE"
"Number","Requests","Total requests","Slovakia","Bulgaria",2012-01-01,2,"BG"
"Number","Requests","Total requests","Slovakia","Switzerland",2012-01-01,9,"CH"
"Number","Requests","Total requests","Slovakia","Cyprus",2012-01-01,4,"CY"
"Number","Requests","Total requests","Slovakia","Czech Republic",2012-01-01,4,"CZ"
"Number","Requests","Total requests","Slovakia","Germany (until 1990 former territory of the FRG)",2012-01-01,7,"DE"
"Number","Requests","Total requests","Slovakia","Denmark",2012-01-01,0,"DK"
"Number","Requests","Total requests","Slovakia","Estonia",2012-01-01,0,"EE"
"Number","Requests","Total requests","Slovakia","Greece",2012-01-01,0,"EL"
"Number","Requests","Total requests","Slovakia","Spain",2012-01-01,0,"ES"
"Number","Requests","Total requests","Slovakia","Finland",2012-01-01,4,"FI"
"Number","Requests","Total requests","Slovakia","France",2012-01-01,8,"FR"
"Number","Requests","Total requests","Slovakia","Croatia",2012-01-01,NA,"HR"
"Number","Requests","Total requests","Slovakia","Hungary",2012-01-01,5,"HU"
"Number","Requests","Total requests","Slovakia","Ireland",2012-01-01,1,"IE"
"Number","Requests","Total requests","Slovakia","Iceland",2012-01-01,0,"IS"
"Number","Requests","Total requests","Slovakia","Italy",2012-01-01,3,"IT"
"Number","Requests","Total requests","Slovakia","Liechtenstein",2012-01-01,0,"LI"
"Number","Requests","Total requests","Slovakia","Lithuania",2012-01-01,1,"LT"
"Number","Requests","Total requests","Slovakia","Luxembourg",2012-01-01,0,"LU"
"Number","Requests","Total requests","Slovakia","Latvia",2012-01-01,1,"LV"
"Number","Requests","Total requests","Slovakia","Malta",2012-01-01,0,"MT"
"Number","Requests","Total requests","Slovakia","Netherlands",2012-01-01,NA,"NL"
"Number","Requests","Total requests","Slovakia","Norway",2012-01-01,2,"NO"
"Number","Requests","Total requests","Slovakia","Poland",2012-01-01,4,"PL"
"Number","Requests","Total requests","Slovakia","Portugal",2012-01-01,0,"PT"
"Number","Requests","Total requests","Slovakia","Romania",2012-01-01,21,"RO"
"Number","Requests","Total requests","Slovakia","Sweden",2012-01-01,3,"SE"
"Number","Requests","Total requests","Slovakia","Slovenia",2012-01-01,3,"SI"
"Number","Requests","Total requests","Slovakia","Slovakia",2012-01-01,0,"SK"
"Number","Requests","Total requests","Slovakia","United Kingdom",2012-01-01,1,"UK"
"Number","Requests","Total requests","Total","Austria",2012-01-01,2313,"AT"
"Number","Requests","Total requests","Total","Belgium",2012-01-01,3381,"BE"
"Number","Requests","Total requests","Total","Bulgaria",2012-01-01,315,"BG"
"Number","Requests","Total requests","Total","Switzerland",2012-01-01,2342,"CH"
"Number","Requests","Total requests","Total","Cyprus",2012-01-01,234,"CY"
"Number","Requests","Total requests","Total","Czech Republic",2012-01-01,312,"CZ"
"Number","Requests","Total requests","Total","Germany (until 1990 former territory of the FRG)",2012-01-01,3740,"DE"
"Number","Requests","Total requests","Total","Denmark",2012-01-01,742,"DK"
"Number","Requests","Total requests","Total","Estonia",2012-01-01,71,"EE"
"Number","Requests","Total requests","Total","Greece",2012-01-01,74,"EL"
"Number","Requests","Total requests","Total","Spain",2012-01-01,2510,"ES"
"Number","Requests","Total requests","Total","Finland",2012-01-01,485,"FI"
"Number","Requests","Total requests","Total","France",2012-01-01,2417,"FR"
"Number","Requests","Total requests","Total","Croatia",2012-01-01,NA,"HR"
"Number","Requests","Total requests","Total","Hungary",2012-01-01,1433,"HU"
"Number","Requests","Total requests","Total","Ireland",2012-01-01,245,"IE"
"Number","Requests","Total requests","Total","Iceland",2012-01-01,0,"IS"
"Number","Requests","Total requests","Total","Italy",2012-01-01,12358,"IT"
"Number","Requests","Total requests","Total","Liechtenstein",2012-01-01,8,"LI"
"Number","Requests","Total requests","Total","Lithuania",2012-01-01,562,"LT"
"Number","Requests","Total requests","Total","Luxembourg",2012-01-01,254,"LU"
"Number","Requests","Total requests","Total","Latvia",2012-01-01,304,"LV"
"Number","Requests","Total requests","Total","Malta",2012-01-01,857,"MT"
"Number","Requests","Total requests","Total","Netherlands",2012-01-01,NA,"NL"
"Number","Requests","Total requests","Total","Norway",2012-01-01,1987,"NO"
"Number","Requests","Total requests","Total","Poland",2012-01-01,4725,"PL"
"Number","Requests","Total requests","Total","Portugal",2012-01-01,176,"PT"
"Number","Requests","Total requests","Total","Romania",2012-01-01,1328,"RO"
"Number","Requests","Total requests","Total","Sweden",2012-01-01,3346,"SE"
"Number","Requests","Total requests","Total","Slovenia",2012-01-01,162,"SI"
"Number","Requests","Total requests","Total","Slovakia",2012-01-01,509,"SK"
"Number","Requests","Total requests","Total","United Kingdom",2012-01-01,1992,"UK"
"Number","Requests","Total requests","United Kingdom","Austria",2012-01-01,100,"AT"
"Number","Requests","Total requests","United Kingdom","Belgium",2012-01-01,98,"BE"
"Number","Requests","Total requests","United Kingdom","Bulgaria",2012-01-01,11,"BG"
"Number","Requests","Total requests","United Kingdom","Switzerland",2012-01-01,46,"CH"
"Number","Requests","Total requests","United Kingdom","Cyprus",2012-01-01,16,"CY"
"Number","Requests","Total requests","United Kingdom","Czech Republic",2012-01-01,14,"CZ"
"Number","Requests","Total requests","United Kingdom","Germany (until 1990 former territory of the FRG)",2012-01-01,176,"DE"
"Number","Requests","Total requests","United Kingdom","Denmark",2012-01-01,13,"DK"
"Number","Requests","Total requests","United Kingdom","Estonia",2012-01-01,0,"EE"
"Number","Requests","Total requests","United Kingdom","Greece",2012-01-01,0,"EL"
"Number","Requests","Total requests","United Kingdom","Spain",2012-01-01,23,"ES"
"Number","Requests","Total requests","United Kingdom","Finland",2012-01-01,10,"FI"
"Number","Requests","Total requests","United Kingdom","France",2012-01-01,191,"FR"
"Number","Requests","Total requests","United Kingdom","Croatia",2012-01-01,NA,"HR"
"Number","Requests","Total requests","United Kingdom","Hungary",2012-01-01,37,"HU"
"Number","Requests","Total requests","United Kingdom","Ireland",2012-01-01,149,"IE"
"Number","Requests","Total requests","United Kingdom","Iceland",2012-01-01,0,"IS"
"Number","Requests","Total requests","United Kingdom","Italy",2012-01-01,431,"IT"
"Number","Requests","Total requests","United Kingdom","Liechtenstein",2012-01-01,0,"LI"
"Number","Requests","Total requests","United Kingdom","Lithuania",2012-01-01,4,"LT"
"Number","Requests","Total requests","United Kingdom","Luxembourg",2012-01-01,2,"LU"
"Number","Requests","Total requests","United Kingdom","Latvia",2012-01-01,2,"LV"
"Number","Requests","Total requests","United Kingdom","Malta",2012-01-01,15,"MT"
"Number","Requests","Total requests","United Kingdom","Netherlands",2012-01-01,NA,"NL"
"Number","Requests","Total requests","United Kingdom","Norway",2012-01-01,57,"NO"
"Number","Requests","Total requests","United Kingdom","Poland",2012-01-01,9,"PL"
"Number","Requests","Total requests","United Kingdom","Portugal",2012-01-01,4,"PT"
"Number","Requests","Total requests","United Kingdom","Romania",2012-01-01,12,"RO"
"Number","Requests","Total requests","United Kingdom","Sweden",2012-01-01,50,"SE"
"Number","Requests","Total requests","United Kingdom","Slovenia",2012-01-01,10,"SI"
"Number","Requests","Total requests","United Kingdom","Slovakia",2012-01-01,33,"SK"
"Number","Requests","Total requests","United Kingdom","United Kingdom",2012-01-01,0,"UK"
"Number","Requests","Total requests","Austria","Austria",2011-01-01,0,"AT"
"Number","Requests","Total requests","Austria","Belgium",2011-01-01,28,"BE"
"Number","Requests","Total requests","Austria","Bulgaria",2011-01-01,30,"BG"
"Number","Requests","Total requests","Austria","Switzerland",2011-01-01,120,"CH"
"Number","Requests","Total requests","Austria","Cyprus",2011-01-01,20,"CY"
"Number","Requests","Total requests","Austria","Czech Republic",2011-01-01,27,"CZ"
"Number","Requests","Total requests","Austria","Germany (until 1990 former territory of the FRG)",2011-01-01,159,"DE"
"Number","Requests","Total requests","Austria","Denmark",2011-01-01,19,"DK"
"Number","Requests","Total requests","Austria","Estonia",2011-01-01,0,"EE"
"Number","Requests","Total requests","Austria","Greece",2011-01-01,141,"EL"
"Number","Requests","Total requests","Austria","Spain",2011-01-01,49,"ES"
"Number","Requests","Total requests","Austria","Finland",2011-01-01,5,"FI"
"Number","Requests","Total requests","Austria","France",2011-01-01,62,"FR"
"Number","Requests","Total requests","Austria","Croatia",2011-01-01,NA,"HR"
"Number","Requests","Total requests","Austria","Hungary",2011-01-01,658,"HU"
"Number","Requests","Total requests","Austria","Ireland",2011-01-01,2,"IE"
"Number","Requests","Total requests","Austria","Iceland",2011-01-01,0,"IS"
"Number","Requests","Total requests","Austria","Italy",2011-01-01,497,"IT"
"Number","Requests","Total requests","Austria","Liechtenstein",2011-01-01,0,"LI"
"Number","Requests","Total requests","Austria","Lithuania",2011-01-01,21,"LT"
"Number","Requests","Total requests","Austria","Luxembourg",2011-01-01,0,"LU"
"Number","Requests","Total requests","Austria","Latvia",2011-01-01,4,"LV"
"Number","Requests","Total requests","Austria","Malta",2011-01-01,9,"MT"
"Number","Requests","Total requests","Austria","Netherlands",2011-01-01,67,"NL"
"Number","Requests","Total requests","Austria","Norway",2011-01-01,32,"NO"
"Number","Requests","Total requests","Austria","Poland",2011-01-01,418,"PL"
"Number","Requests","Total requests","Austria","Portugal",2011-01-01,1,"PT"
"Number","Requests","Total requests","Austria","Romania",2011-01-01,301,"RO"
"Number","Requests","Total requests","Austria","Sweden",2011-01-01,67,"SE"
"Number","Requests","Total requests","Austria","Slovenia",2011-01-01,29,"SI"
"Number","Requests","Total requests","Austria","Slovakia",2011-01-01,135,"SK"
"Number","Requests","Total requests","Austria","United Kingdom",2011-01-01,31,"UK"
"Number","Requests","Total requests","Belgium","Austria",2011-01-01,174,"AT"
"Number","Requests","Total requests","Belgium","Belgium",2011-01-01,0,"BE"
"Number","Requests","Total requests","Belgium","Bulgaria",2011-01-01,14,"BG"
"Number","Requests","Total requests","Belgium","Switzerland",2011-01-01,111,"CH"
"Number","Requests","Total requests","Belgium","Cyprus",2011-01-01,11,"CY"
"Number","Requests","Total requests","Belgium","Czech Republic",2011-01-01,46,"CZ"
"Number","Requests","Total requests","Belgium","Germany (until 1990 former territory of the FRG)",2011-01-01,448,"DE"
"Number","Requests","Total requests","Belgium","Denmark",2011-01-01,17,"DK"
"Number","Requests","Total requests","Belgium","Estonia",2011-01-01,0,"EE"
"Number","Requests","Total requests","Belgium","Greece",2011-01-01,2,"EL"
"Number","Requests","Total requests","Belgium","Spain",2011-01-01,279,"ES"
"Number","Requests","Total requests","Belgium","Finland",2011-01-01,26,"FI"
"Number","Requests","Total requests","Belgium","France",2011-01-01,382,"FR"
"Number","Requests","Total requests","Belgium","Croatia",2011-01-01,NA,"HR"
"Number","Requests","Total requests","Belgium","Hungary",2011-01-01,149,"HU"
"Number","Requests","Total requests","Belgium","Ireland",2011-01-01,10,"IE"
"Number","Requests","Total requests","Belgium","Iceland",2011-01-01,0,"IS"
"Number","Requests","Total requests","Belgium","Italy",2011-01-01,479,"IT"
"Number","Requests","Total requests","Belgium","Liechtenstein",2011-01-01,0,"LI"
"Number","Requests","Total requests","Belgium","Lithuania",2011-01-01,50,"LT"
"Number","Requests","Total requests","Belgium","Luxembourg",2011-01-01,9,"LU"
"Number","Requests","Total requests","Belgium","Latvia",2011-01-01,12,"LV"
"Number","Requests","Total requests","Belgium","Malta",2011-01-01,28,"MT"
"Number","Requests","Total requests","Belgium","Netherlands",2011-01-01,176,"NL"
"Number","Requests","Total requests","Belgium","Norway",2011-01-01,123,"NO"
"Number","Requests","Total requests","Belgium","Poland",2011-01-01,432,"PL"
"Number","Requests","Total requests","Belgium","Portugal",2011-01-01,16,"PT"
"Number","Requests","Total requests","Belgium","Romania",2011-01-01,11,"RO"
"Number","Requests","Total requests","Belgium","Sweden",2011-01-01,220,"SE"
"Number","Requests","Total requests","Belgium","Slovenia",2011-01-01,18,"SI"
"Number","Requests","Total requests","Belgium","Slovakia",2011-01-01,11,"SK"
"Number","Requests","Total requests","Belgium","United Kingdom",2011-01-01,133,"UK"
"Number","Requests","Total requests","Bulgaria","Austria",2011-01-01,2,"AT"
"Number","Requests","Total requests","Bulgaria","Belgium",2011-01-01,1,"BE"
"Number","Requests","Total requests","Bulgaria","Bulgaria",2011-01-01,0,"BG"
"Number","Requests","Total requests","Bulgaria","Switzerland",2011-01-01,2,"CH"
"Number","Requests","Total requests","Bulgaria","Cyprus",2011-01-01,1,"CY"
"Number","Requests","Total requests","Bulgaria","Czech Republic",2011-01-01,1,"CZ"
"Number","Requests","Total requests","Bulgaria","Germany (until 1990 former territory of the FRG)",2011-01-01,19,"DE"
"Number","Requests","Total requests","Bulgaria","Denmark",2011-01-01,0,"DK"
"Number","Requests","Total requests","Bulgaria","Estonia",2011-01-01,0,"EE"
"Number","Requests","Total requests","Bulgaria","Greece",2011-01-01,49,"EL"
"Number","Requests","Total requests","Bulgaria","Spain",2011-01-01,1,"ES"
"Number","Requests","Total requests","Bulgaria","Finland",2011-01-01,0,"FI"
"Number","Requests","Total requests","Bulgaria","France",2011-01-01,1,"FR"
"Number","Requests","Total requests","Bulgaria","Croatia",2011-01-01,NA,"HR"
"Number","Requests","Total requests","Bulgaria","Hungary",2011-01-01,0,"HU"
"Number","Requests","Total requests","Bulgaria","Ireland",2011-01-01,0,"IE"
"Number","Requests","Total requests","Bulgaria","Iceland",2011-01-01,0,"IS"
"Number","Requests","Total requests","Bulgaria","Italy",2011-01-01,1,"IT"
"Number","Requests","Total requests","Bulgaria","Liechtenstein",2011-01-01,0,"LI"
"Number","Requests","Total requests","Bulgaria","Lithuania",2011-01-01,0,"LT"
"Number","Requests","Total requests","Bulgaria","Luxembourg",2011-01-01,0,"LU"
"Number","Requests","Total requests","Bulgaria","Latvia",2011-01-01,0,"LV"
"Number","Requests","Total requests","Bulgaria","Malta",2011-01-01,0,"MT"
"Number","Requests","Total requests","Bulgaria","Netherlands",2011-01-01,11,"NL"
"Number","Requests","Total requests","Bulgaria","Norway",2011-01-01,7,"NO"
"Number","Requests","Total requests","Bulgaria","Poland",2011-01-01,0,"PL"
"Number","Requests","Total requests","Bulgaria","Portugal",2011-01-01,0,"PT"
"Number","Requests","Total requests","Bulgaria","Romania",2011-01-01,3,"RO"
"Number","Requests","Total requests","Bulgaria","Sweden",2011-01-01,5,"SE"
"Number","Requests","Total requests","Bulgaria","Slovenia",2011-01-01,0,"SI"
"Number","Requests","Total requests","Bulgaria","Slovakia",2011-01-01,0,"SK"
"Number","Requests","Total requests","Bulgaria","United Kingdom",2011-01-01,3,"UK"
"Number","Requests","Total requests","Switzerland","Austria",2011-01-01,359,"AT"
"Number","Requests","Total requests","Switzerland","Belgium",2011-01-01,167,"BE"
"Number","Requests","Total requests","Switzerland","Bulgaria",2011-01-01,23,"BG"
"Number","Requests","Total requests","Switzerland","Switzerland",2011-01-01,0,"CH"
"Number","Requests","Total requests","Switzerland","Cyprus",2011-01-01,5,"CY"
"Number","Requests","Total requests","Switzerland","Czech Republic",2011-01-01,28,"CZ"
"Number","Requests","Total requests","Switzerland","Germany (until 1990 former territory of the FRG)",2011-01-01,417,"DE"
"Number","Requests","Total requests","Switzerland","Denmark",2011-01-01,19,"DK"
"Number","Requests","Total requests","Switzerland","Estonia",2011-01-01,1,"EE"
"Number","Requests","Total requests","Switzerland","Greece",2011-01-01,34,"EL"
"Number","Requests","Total requests","Switzerland","Spain",2011-01-01,470,"ES"
"Number","Requests","Total requests","Switzerland","Finland",2011-01-01,22,"FI"
"Number","Requests","Total requests","Switzerland","France",2011-01-01,428,"FR"
"Number","Requests","Total requests","Switzerland","Croatia",2011-01-01,NA,"HR"
"Number","Requests","Total requests","Switzerland","Hungary",2011-01-01,144,"HU"
"Number","Requests","Total requests","Switzerland","Ireland",2011-01-01,9,"IE"
"Number","Requests","Total requests","Switzerland","Iceland",2011-01-01,0,"IS"
"Number","Requests","Total requests","Switzerland","Italy",2011-01-01,5225,"IT"
"Number","Requests","Total requests","Switzerland","Liechtenstein",2011-01-01,0,"LI"
"Number","Requests","Total requests","Switzerland","Lithuania",2011-01-01,50,"LT"
"Number","Requests","Total requests","Switzerland","Luxembourg",2011-01-01,23,"LU"
"Number","Requests","Total requests","Switzerland","Latvia",2011-01-01,9,"LV"
"Number","Requests","Total requests","Switzerland","Malta",2011-01-01,46,"MT"
"Number","Requests","Total requests","Switzerland","Netherlands",2011-01-01,71,"NL"
"Number","Requests","Total requests","Switzerland","Norway",2011-01-01,117,"NO"
"Number","Requests","Total requests","Switzerland","Poland",2011-01-01,141,"PL"
"Number","Requests","Total requests","Switzerland","Portugal",2011-01-01,18,"PT"
"Number","Requests","Total requests","Switzerland","Romania",2011-01-01,49,"RO"
"Number","Requests","Total requests","Switzerland","Sweden",2011-01-01,114,"SE"
"Number","Requests","Total requests","Switzerland","Slovenia",2011-01-01,34,"SI"
"Number","Requests","Total requests","Switzerland","Slovakia",2011-01-01,41,"SK"
"Number","Requests","Total requests","Switzerland","United Kingdom",2011-01-01,37,"UK"
"Number","Requests","Total requests","Cyprus","Austria",2011-01-01,1,"AT"
"Number","Requests","Total requests","Cyprus","Belgium",2011-01-01,2,"BE"
"Number","Requests","Total requests","Cyprus","Bulgaria",2011-01-01,0,"BG"
"Number","Requests","Total requests","Cyprus","Switzerland",2011-01-01,0,"CH"
"Number","Requests","Total requests","Cyprus","Cyprus",2011-01-01,0,"CY"
"Number","Requests","Total requests","Cyprus","Czech Republic",2011-01-01,0,"CZ"
"Number","Requests","Total requests","Cyprus","Germany (until 1990 former territory of the FRG)",2011-01-01,0,"DE"
"Number","Requests","Total requests","Cyprus","Denmark",2011-01-01,0,"DK"
"Number","Requests","Total requests","Cyprus","Estonia",2011-01-01,0,"EE"
"Number","Requests","Total requests","Cyprus","Greece",2011-01-01,0,"EL"
"Number","Requests","Total requests","Cyprus","Spain",2011-01-01,1,"ES"
"Number","Requests","Total requests","Cyprus","Finland",2011-01-01,0,"FI"
"Number","Requests","Total requests","Cyprus","France",2011-01-01,0,"FR"
"Number","Requests","Total requests","Cyprus","Croatia",2011-01-01,NA,"HR"
"Number","Requests","Total requests","Cyprus","Hungary",2011-01-01,0,"HU"
"Number","Requests","Total requests","Cyprus","Ireland",2011-01-01,0,"IE"
"Number","Requests","Total requests","Cyprus","Iceland",2011-01-01,0,"IS"
"Number","Requests","Total requests","Cyprus","Italy",2011-01-01,0,"IT"
"Number","Requests","Total requests","Cyprus","Liechtenstein",2011-01-01,0,"LI"
"Number","Requests","Total requests","Cyprus","Lithuania",2011-01-01,0,"LT"
"Number","Requests","Total requests","Cyprus","Luxembourg",2011-01-01,0,"LU"
"Number","Requests","Total requests","Cyprus","Latvia",2011-01-01,0,"LV"
"Number","Requests","Total requests","Cyprus","Malta",2011-01-01,0,"MT"
"Number","Requests","Total requests","Cyprus","Netherlands",2011-01-01,5,"NL"
"Number","Requests","Total requests","Cyprus","Norway",2011-01-01,2,"NO"
"Number","Requests","Total requests","Cyprus","Poland",2011-01-01,0,"PL"
"Number","Requests","Total requests","Cyprus","Portugal",2011-01-01,0,"PT"
"Number","Requests","Total requests","Cyprus","Romania",2011-01-01,1,"RO"
"Number","Requests","Total requests","Cyprus","Sweden",2011-01-01,0,"SE"
"Number","Requests","Total requests","Cyprus","Slovenia",2011-01-01,0,"SI"
"Number","Requests","Total requests","Cyprus","Slovakia",2011-01-01,0,"SK"
"Number","Requests","Total requests","Cyprus","United Kingdom",2011-01-01,0,"UK"
"Number","Requests","Total requests","Czech Republic","Austria",2011-01-01,23,"AT"
"Number","Requests","Total requests","Czech Republic","Belgium",2011-01-01,2,"BE"
"Number","Requests","Total requests","Czech Republic","Bulgaria",2011-01-01,0,"BG"
"Number","Requests","Total requests","Czech Republic","Switzerland",2011-01-01,5,"CH"
"Number","Requests","Total requests","Czech Republic","Cyprus",2011-01-01,1,"CY"
"Number","Requests","Total requests","Czech Republic","Czech Republic",2011-01-01,0,"CZ"
"Number","Requests","Total requests","Czech Republic","Germany (until 1990 former territory of the FRG)",2011-01-01,18,"DE"
"Number","Requests","Total requests","Czech Republic","Denmark",2011-01-01,0,"DK"
"Number","Requests","Total requests","Czech Republic","Estonia",2011-01-01,0,"EE"
"Number","Requests","Total requests","Czech Republic","Greece",2011-01-01,5,"EL"
"Number","Requests","Total requests","Czech Republic","Spain",2011-01-01,4,"ES"
"Number","Requests","Total requests","Czech Republic","Finland",2011-01-01,2,"FI"
"Number","Requests","Total requests","Czech Republic","France",2011-01-01,8,"FR"
"Number","Requests","Total requests","Czech Republic","Croatia",2011-01-01,NA,"HR"
"Number","Requests","Total requests","Czech Republic","Hungary",2011-01-01,14,"HU"
"Number","Requests","Total requests","Czech Republic","Ireland",2011-01-01,0,"IE"
"Number","Requests","Total requests","Czech Republic","Iceland",2011-01-01,0,"IS"
"Number","Requests","Total requests","Czech Republic","Italy",2011-01-01,5,"IT"
"Number","Requests","Total requests","Czech Republic","Liechtenstein",2011-01-01,0,"LI"
"Number","Requests","Total requests","Czech Republic","Lithuania",2011-01-01,4,"LT"
"Number","Requests","Total requests","Czech Republic","Luxembourg",2011-01-01,0,"LU"
"Number","Requests","Total requests","Czech Republic","Latvia",2011-01-01,2,"LV"
"Number","Requests","Total requests","Czech Republic","Malta",2011-01-01,0,"MT"
"Number","Requests","Total requests","Czech Republic","Netherlands",2011-01-01,47,"NL"
"Number","Requests","Total requests","Czech Republic","Norway",2011-01-01,6,"NO"
"Number","Requests","Total requests","Czech Republic","Poland",2011-01-01,22,"PL"
"Number","Requests","Total requests","Czech Republic","Portugal",2011-01-01,0,"PT"
"Number","Requests","Total requests","Czech Republic","Romania",2011-01-01,6,"RO"
"Number","Requests","Total requests","Czech Republic","Sweden",2011-01-01,5,"SE"
"Number","Requests","Total requests","Czech Republic","Slovenia",2011-01-01,0,"SI"
"Number","Requests","Total requests","Czech Republic","Slovakia",2011-01-01,9,"SK"
"Number","Requests","Total requests","Czech Republic","United Kingdom",2011-01-01,2,"UK"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Austria",2011-01-01,595,"AT"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Belgium",2011-01-01,449,"BE"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Bulgaria",2011-01-01,40,"BG"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Switzerland",2011-01-01,524,"CH"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Cyprus",2011-01-01,14,"CY"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Czech Republic",2011-01-01,95,"CZ"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Germany (until 1990 former territory of the FRG)",2011-01-01,0,"DE"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Denmark",2011-01-01,102,"DK"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Estonia",2011-01-01,4,"EE"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Greece",2011-01-01,66,"EL"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Spain",2011-01-01,215,"ES"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Finland",2011-01-01,69,"FI"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","France",2011-01-01,613,"FR"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Croatia",2011-01-01,NA,"HR"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Hungary",2011-01-01,324,"HU"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Ireland",2011-01-01,10,"IE"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Iceland",2011-01-01,0,"IS"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Italy",2011-01-01,1970,"IT"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Liechtenstein",2011-01-01,0,"LI"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Lithuania",2011-01-01,80,"LT"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Luxembourg",2011-01-01,23,"LU"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Latvia",2011-01-01,24,"LV"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Malta",2011-01-01,137,"MT"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Netherlands",2011-01-01,229,"NL"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Norway",2011-01-01,428,"NO"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Poland",2011-01-01,633,"PL"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Portugal",2011-01-01,14,"PT"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Romania",2011-01-01,119,"RO"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Sweden",2011-01-01,995,"SE"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Slovenia",2011-01-01,24,"SI"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","Slovakia",2011-01-01,61,"SK"
"Number","Requests","Total requests","Germany (until 1990 former territory of the FRG)","United Kingdom",2011-01-01,87,"UK"
"Number","Requests","Total requests","Denmark","Austria",2011-01-01,42,"AT"
"Number","Requests","Total requests","Denmark","Belgium",2011-01-01,32,"BE"
"Number","Requests","Total requests","Denmark","Bulgaria",2011-01-01,5,"BG"
"Number","Requests","Total requests","Denmark","Switzerland",2011-01-01,48,"CH"
"Number","Requests","Total requests","Denmark","Cyprus",2011-01-01,2,"CY"
"Number","Requests","Total requests","Denmark","Czech Republic",2011-01-01,3,"CZ"
"Number","Requests","Total requests","Denmark","Germany (until 1990 former territory of the FRG)",2011-01-01,374,"DE"
"Number","Requests","Total requests","Denmark","Denmark",2011-01-01,0,"DK"
"Number","Requests","Total requests","Denmark","Estonia",2011-01-01,0,"EE"
"Number","Requests","Total requests","Denmark","Greece",2011-01-01,19,"EL"
"Number","Requests","Total requests","Denmark","Spain",2011-01-01,21,"ES"
"Number","Requests","Total requests","Denmark","Finland",2011-01-01,19,"FI"
"Number","Requests","Total requests","Denmark","France",2011-01-01,59,"FR"
"Number","Requests","Total requests","Denmark","Croatia",2011-01-01,NA,"HR"
"Number","Requests","Total requests","Denmark","Hungary",2011-01-01,20,"HU"
"Number","Requests","Total requests","Denmark","Ireland",2011-01-01,1,"IE"
"Number","Requests","Total requests","Denmark","Iceland",2011-01-01,0,"IS"
"Number","Requests","Total requests","Denmark","Italy",2011-01-01,164,"IT"
"Number","Requests","Total requests","Denmark","Liechtenstein",2011-01-01,0,"LI"
"Number","Requests","Total requests","Denmark","Lithuania",2011-01-01,1,"LT"
"Number","Requests","Total requests","Denmark","Luxembourg",2011-01-01,5,"LU"
"Number","Requests","Total requests","Denmark","Latvia",2011-01-01,3,"LV"
"Number","Requests","Total requests","Denmark","Malta",2011-01-01,18,"MT"
"Number","Requests","Total requests","Denmark","Netherlands",2011-01-01,27,"NL"
"Number","Requests","Total requests","Denmark","Norway",2011-01-01,228,"NO"
"Number","Requests","Total requests","Denmark","Poland",2011-01-01,76,"PL"
"Number","Requests","Total requests","Denmark","Portugal",2011-01-01,4,"PT"
"Number","Requests","Total requests","Denmark","Romania",2011-01-01,4,"RO"
"Number","Requests","Total requests","Denmark","Sweden",2011-01-01,337,"SE"
"Number","Requests","Total requests","Denmark","Slovenia",2011-01-01,2,"SI"
"Number","Requests","Total requests","Denmark","Slovakia",2011-01-01,3,"SK"
"Number","Requests","Total requests","Denmark","United Kingdom",2011-01-01,16,"UK"
"Number","Requests","Total requests","Estonia","Austria",2011-01-01,0,"AT"
"Number","Requests","Total requests","Estonia","Belgium",2011-01-01,0,"BE"
