"unit","request","leg_prov","partner","geo","time","values","iso2"
"Number","Requests","Total requests","France","Spain",2008-01-01,90,"ES"
"Number","Requests","Total requests","France","Finland",2008-01-01,28,"FI"
"Number","Requests","Total requests","France","France",2008-01-01,0,"FR"
"Number","Requests","Total requests","France","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","France","Hungary",2008-01-01,122,"HU"
"Number","Requests","Total requests","France","Ireland",2008-01-01,18,"IE"
"Number","Requests","Total requests","France","Iceland",2008-01-01,1,"IS"
"Number","Requests","Total requests","France","Italy",2008-01-01,702,"IT"
"Number","Requests","Total requests","France","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","France","Lithuania",2008-01-01,12,"LT"
"Number","Requests","Total requests","France","Luxembourg",2008-01-01,29,"LU"
"Number","Requests","Total requests","France","Latvia",2008-01-01,0,"LV"
"Number","Requests","Total requests","France","Malta",2008-01-01,26,"MT"
"Number","Requests","Total requests","France","Netherlands",2008-01-01,108,"NL"
"Number","Requests","Total requests","France","Norway",2008-01-01,63,"NO"
"Number","Requests","Total requests","France","Poland",2008-01-01,NA,"PL"
"Number","Requests","Total requests","France","Portugal",2008-01-01,20,"PT"
"Number","Requests","Total requests","France","Romania",2008-01-01,18,"RO"
"Number","Requests","Total requests","France","Sweden",2008-01-01,149,"SE"
"Number","Requests","Total requests","France","Slovenia",2008-01-01,33,"SI"
"Number","Requests","Total requests","France","Slovakia",2008-01-01,94,"SK"
"Number","Requests","Total requests","France","United Kingdom",2008-01-01,296,"UK"
"Number","Requests","Total requests","Croatia","Austria",2008-01-01,NA,"AT"
"Number","Requests","Total requests","Croatia","Belgium",2008-01-01,NA,"BE"
"Number","Requests","Total requests","Croatia","Bulgaria",2008-01-01,NA,"BG"
"Number","Requests","Total requests","Croatia","Switzerland",2008-01-01,NA,"CH"
"Number","Requests","Total requests","Croatia","Cyprus",2008-01-01,NA,"CY"
"Number","Requests","Total requests","Croatia","Germany (until 1990 former territory of the FRG)",2008-01-01,NA,"DE"
"Number","Requests","Total requests","Croatia","Denmark",2008-01-01,NA,"DK"
"Number","Requests","Total requests","Croatia","Estonia",2008-01-01,NA,"EE"
"Number","Requests","Total requests","Croatia","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Croatia","Spain",2008-01-01,NA,"ES"
"Number","Requests","Total requests","Croatia","Finland",2008-01-01,NA,"FI"
"Number","Requests","Total requests","Croatia","France",2008-01-01,NA,"FR"
"Number","Requests","Total requests","Croatia","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Croatia","Hungary",2008-01-01,NA,"HU"
"Number","Requests","Total requests","Croatia","Ireland",2008-01-01,NA,"IE"
"Number","Requests","Total requests","Croatia","Italy",2008-01-01,NA,"IT"
"Number","Requests","Total requests","Croatia","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Croatia","Lithuania",2008-01-01,NA,"LT"
"Number","Requests","Total requests","Croatia","Luxembourg",2008-01-01,NA,"LU"
"Number","Requests","Total requests","Croatia","Latvia",2008-01-01,NA,"LV"
"Number","Requests","Total requests","Croatia","Malta",2008-01-01,NA,"MT"
"Number","Requests","Total requests","Croatia","Norway",2008-01-01,NA,"NO"
"Number","Requests","Total requests","Croatia","Portugal",2008-01-01,NA,"PT"
"Number","Requests","Total requests","Croatia","Romania",2008-01-01,NA,"RO"
"Number","Requests","Total requests","Croatia","Sweden",2008-01-01,NA,"SE"
"Number","Requests","Total requests","Croatia","Slovenia",2008-01-01,NA,"SI"
"Number","Requests","Total requests","Croatia","Slovakia",2008-01-01,NA,"SK"
"Number","Requests","Total requests","Croatia","United Kingdom",2008-01-01,NA,"UK"
"Number","Requests","Total requests","Hungary","Austria",2008-01-01,46,"AT"
"Number","Requests","Total requests","Hungary","Belgium",2008-01-01,9,"BE"
"Number","Requests","Total requests","Hungary","Bulgaria",2008-01-01,5,"BG"
"Number","Requests","Total requests","Hungary","Switzerland",2008-01-01,0,"CH"
"Number","Requests","Total requests","Hungary","Cyprus",2008-01-01,27,"CY"
"Number","Requests","Total requests","Hungary","Czech Republic",2008-01-01,0,"CZ"
"Number","Requests","Total requests","Hungary","Germany (until 1990 former territory of the FRG)",2008-01-01,27,"DE"
"Number","Requests","Total requests","Hungary","Denmark",2008-01-01,0,"DK"
"Number","Requests","Total requests","Hungary","Estonia",2008-01-01,0,"EE"
"Number","Requests","Total requests","Hungary","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Hungary","Spain",2008-01-01,2,"ES"
"Number","Requests","Total requests","Hungary","Finland",2008-01-01,0,"FI"
"Number","Requests","Total requests","Hungary","France",2008-01-01,11,"FR"
"Number","Requests","Total requests","Hungary","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Hungary","Hungary",2008-01-01,0,"HU"
"Number","Requests","Total requests","Hungary","Ireland",2008-01-01,1,"IE"
"Number","Requests","Total requests","Hungary","Iceland",2008-01-01,0,"IS"
"Number","Requests","Total requests","Hungary","Italy",2008-01-01,6,"IT"
"Number","Requests","Total requests","Hungary","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Hungary","Lithuania",2008-01-01,1,"LT"
"Number","Requests","Total requests","Hungary","Luxembourg",2008-01-01,0,"LU"
"Number","Requests","Total requests","Hungary","Latvia",2008-01-01,0,"LV"
"Number","Requests","Total requests","Hungary","Malta",2008-01-01,0,"MT"
"Number","Requests","Total requests","Hungary","Netherlands",2008-01-01,4,"NL"
"Number","Requests","Total requests","Hungary","Norway",2008-01-01,5,"NO"
"Number","Requests","Total requests","Hungary","Poland",2008-01-01,NA,"PL"
"Number","Requests","Total requests","Hungary","Portugal",2008-01-01,0,"PT"
"Number","Requests","Total requests","Hungary","Romania",2008-01-01,60,"RO"
"Number","Requests","Total requests","Hungary","Sweden",2008-01-01,11,"SE"
"Number","Requests","Total requests","Hungary","Slovenia",2008-01-01,5,"SI"
"Number","Requests","Total requests","Hungary","Slovakia",2008-01-01,7,"SK"
"Number","Requests","Total requests","Hungary","United Kingdom",2008-01-01,0,"UK"
"Number","Requests","Total requests","Ireland","Austria",2008-01-01,14,"AT"
"Number","Requests","Total requests","Ireland","Belgium",2008-01-01,3,"BE"
"Number","Requests","Total requests","Ireland","Bulgaria",2008-01-01,0,"BG"
"Number","Requests","Total requests","Ireland","Switzerland",2008-01-01,0,"CH"
"Number","Requests","Total requests","Ireland","Cyprus",2008-01-01,4,"CY"
"Number","Requests","Total requests","Ireland","Czech Republic",2008-01-01,1,"CZ"
"Number","Requests","Total requests","Ireland","Germany (until 1990 former territory of the FRG)",2008-01-01,19,"DE"
"Number","Requests","Total requests","Ireland","Denmark",2008-01-01,1,"DK"
"Number","Requests","Total requests","Ireland","Estonia",2008-01-01,0,"EE"
"Number","Requests","Total requests","Ireland","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Ireland","Spain",2008-01-01,5,"ES"
"Number","Requests","Total requests","Ireland","Finland",2008-01-01,0,"FI"
"Number","Requests","Total requests","Ireland","France",2008-01-01,23,"FR"
"Number","Requests","Total requests","Ireland","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Ireland","Hungary",2008-01-01,2,"HU"
"Number","Requests","Total requests","Ireland","Ireland",2008-01-01,0,"IE"
"Number","Requests","Total requests","Ireland","Iceland",2008-01-01,0,"IS"
"Number","Requests","Total requests","Ireland","Italy",2008-01-01,24,"IT"
"Number","Requests","Total requests","Ireland","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Ireland","Lithuania",2008-01-01,0,"LT"
"Number","Requests","Total requests","Ireland","Luxembourg",2008-01-01,2,"LU"
"Number","Requests","Total requests","Ireland","Latvia",2008-01-01,0,"LV"
"Number","Requests","Total requests","Ireland","Malta",2008-01-01,4,"MT"
"Number","Requests","Total requests","Ireland","Netherlands",2008-01-01,7,"NL"
"Number","Requests","Total requests","Ireland","Norway",2008-01-01,4,"NO"
"Number","Requests","Total requests","Ireland","Poland",2008-01-01,NA,"PL"
"Number","Requests","Total requests","Ireland","Portugal",2008-01-01,1,"PT"
"Number","Requests","Total requests","Ireland","Romania",2008-01-01,0,"RO"
"Number","Requests","Total requests","Ireland","Sweden",2008-01-01,8,"SE"
"Number","Requests","Total requests","Ireland","Slovenia",2008-01-01,1,"SI"
"Number","Requests","Total requests","Ireland","Slovakia",2008-01-01,1,"SK"
"Number","Requests","Total requests","Ireland","United Kingdom",2008-01-01,247,"UK"
"Number","Requests","Total requests","Iceland","Austria",2008-01-01,4,"AT"
"Number","Requests","Total requests","Iceland","Belgium",2008-01-01,1,"BE"
"Number","Requests","Total requests","Iceland","Bulgaria",2008-01-01,0,"BG"
"Number","Requests","Total requests","Iceland","Switzerland",2008-01-01,0,"CH"
"Number","Requests","Total requests","Iceland","Cyprus",2008-01-01,0,"CY"
"Number","Requests","Total requests","Iceland","Czech Republic",2008-01-01,1,"CZ"
"Number","Requests","Total requests","Iceland","Germany (until 1990 former territory of the FRG)",2008-01-01,5,"DE"
"Number","Requests","Total requests","Iceland","Denmark",2008-01-01,0,"DK"
"Number","Requests","Total requests","Iceland","Estonia",2008-01-01,0,"EE"
"Number","Requests","Total requests","Iceland","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Iceland","Spain",2008-01-01,0,"ES"
"Number","Requests","Total requests","Iceland","Finland",2008-01-01,0,"FI"
"Number","Requests","Total requests","Iceland","France",2008-01-01,5,"FR"
"Number","Requests","Total requests","Iceland","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Iceland","Hungary",2008-01-01,1,"HU"
"Number","Requests","Total requests","Iceland","Ireland",2008-01-01,1,"IE"
"Number","Requests","Total requests","Iceland","Iceland",2008-01-01,0,"IS"
"Number","Requests","Total requests","Iceland","Italy",2008-01-01,7,"IT"
"Number","Requests","Total requests","Iceland","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Iceland","Lithuania",2008-01-01,0,"LT"
"Number","Requests","Total requests","Iceland","Luxembourg",2008-01-01,1,"LU"
"Number","Requests","Total requests","Iceland","Latvia",2008-01-01,0,"LV"
"Number","Requests","Total requests","Iceland","Malta",2008-01-01,1,"MT"
"Number","Requests","Total requests","Iceland","Netherlands",2008-01-01,1,"NL"
"Number","Requests","Total requests","Iceland","Norway",2008-01-01,8,"NO"
"Number","Requests","Total requests","Iceland","Poland",2008-01-01,NA,"PL"
"Number","Requests","Total requests","Iceland","Portugal",2008-01-01,0,"PT"
"Number","Requests","Total requests","Iceland","Romania",2008-01-01,0,"RO"
"Number","Requests","Total requests","Iceland","Sweden",2008-01-01,14,"SE"
"Number","Requests","Total requests","Iceland","Slovenia",2008-01-01,0,"SI"
"Number","Requests","Total requests","Iceland","Slovakia",2008-01-01,0,"SK"
"Number","Requests","Total requests","Iceland","United Kingdom",2008-01-01,3,"UK"
"Number","Requests","Total requests","Italy","Austria",2008-01-01,136,"AT"
"Number","Requests","Total requests","Italy","Belgium",2008-01-01,24,"BE"
"Number","Requests","Total requests","Italy","Bulgaria",2008-01-01,2,"BG"
"Number","Requests","Total requests","Italy","Switzerland",2008-01-01,0,"CH"
"Number","Requests","Total requests","Italy","Cyprus",2008-01-01,0,"CY"
"Number","Requests","Total requests","Italy","Czech Republic",2008-01-01,27,"CZ"
"Number","Requests","Total requests","Italy","Germany (until 1990 former territory of the FRG)",2008-01-01,99,"DE"
"Number","Requests","Total requests","Italy","Denmark",2008-01-01,2,"DK"
"Number","Requests","Total requests","Italy","Estonia",2008-01-01,0,"EE"
"Number","Requests","Total requests","Italy","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Italy","Spain",2008-01-01,18,"ES"
"Number","Requests","Total requests","Italy","Finland",2008-01-01,2,"FI"
"Number","Requests","Total requests","Italy","France",2008-01-01,85,"FR"
"Number","Requests","Total requests","Italy","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Italy","Hungary",2008-01-01,23,"HU"
"Number","Requests","Total requests","Italy","Ireland",2008-01-01,9,"IE"
"Number","Requests","Total requests","Italy","Iceland",2008-01-01,3,"IS"
"Number","Requests","Total requests","Italy","Italy",2008-01-01,0,"IT"
"Number","Requests","Total requests","Italy","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Italy","Lithuania",2008-01-01,0,"LT"
"Number","Requests","Total requests","Italy","Luxembourg",2008-01-01,2,"LU"
"Number","Requests","Total requests","Italy","Latvia",2008-01-01,1,"LV"
"Number","Requests","Total requests","Italy","Malta",2008-01-01,24,"MT"
"Number","Requests","Total requests","Italy","Netherlands",2008-01-01,25,"NL"
"Number","Requests","Total requests","Italy","Norway",2008-01-01,25,"NO"
"Number","Requests","Total requests","Italy","Poland",2008-01-01,NA,"PL"
"Number","Requests","Total requests","Italy","Portugal",2008-01-01,0,"PT"
"Number","Requests","Total requests","Italy","Romania",2008-01-01,3,"RO"
"Number","Requests","Total requests","Italy","Sweden",2008-01-01,32,"SE"
"Number","Requests","Total requests","Italy","Slovenia",2008-01-01,23,"SI"
"Number","Requests","Total requests","Italy","Slovakia",2008-01-01,69,"SK"
"Number","Requests","Total requests","Italy","United Kingdom",2008-01-01,239,"UK"
"Number","Requests","Total requests","Liechtenstein","Austria",2008-01-01,NA,"AT"
"Number","Requests","Total requests","Liechtenstein","Belgium",2008-01-01,NA,"BE"
"Number","Requests","Total requests","Liechtenstein","Bulgaria",2008-01-01,NA,"BG"
"Number","Requests","Total requests","Liechtenstein","Switzerland",2008-01-01,NA,"CH"
"Number","Requests","Total requests","Liechtenstein","Cyprus",2008-01-01,NA,"CY"
"Number","Requests","Total requests","Liechtenstein","Germany (until 1990 former territory of the FRG)",2008-01-01,NA,"DE"
"Number","Requests","Total requests","Liechtenstein","Denmark",2008-01-01,NA,"DK"
"Number","Requests","Total requests","Liechtenstein","Estonia",2008-01-01,NA,"EE"
"Number","Requests","Total requests","Liechtenstein","Greece",2008-01-01,NA,"EL"
"Number","Requests","Total requests","Liechtenstein","Spain",2008-01-01,NA,"ES"
"Number","Requests","Total requests","Liechtenstein","Finland",2008-01-01,NA,"FI"
"Number","Requests","Total requests","Liechtenstein","France",2008-01-01,NA,"FR"
"Number","Requests","Total requests","Liechtenstein","Croatia",2008-01-01,NA,"HR"
"Number","Requests","Total requests","Liechtenstein","Hungary",2008-01-01,NA,"HU"
"Number","Requests","Total requests","Liechtenstein","Ireland",2008-01-01,NA,"IE"
"Number","Requests","Total requests","Liechtenstein","Italy",2008-01-01,NA,"IT"
"Number","Requests","Total requests","Liechtenstein","Liechtenstein",2008-01-01,NA,"LI"
"Number","Requests","Total requests","Liechtenstein","Lithuania",2008-01-01,NA,"LT"
"Number","Requests","Total requests","Liechtenstein","Luxembourg",2008-01-01,NA,"LU"
"Number","Requests","Total requests","Liechtenstein","Latvia",2008-01-01,NA,"LV"
"Number","Requests","Total requests","Liechtenstein","Malta",2008-01-01,NA,"MT"
"Number","Requests","Total requests","Liechtenstein","Norway",2008-01-01,NA,"NO"
"Number","Requests","Total requests","Liechtenstein","Portugal",2008-01-01,NA,"PT"
"Number","Requests","Total requests","Liechtenstein","Romania",2008-01-01,NA,"RO"
"Number","Requests","Total requests","Liechtenstein","Sweden",2008-01-01,NA,"SE"
"Number","Requests","Total requests","Liechtenstein","Slovenia",2008-01-01,NA,"SI"
